epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
67;0.002457086445119615;0.002457086445119615;0.004828038264205244;0.004828038264205244
68;0.002524528709005251;0.002524528709005251;0.004324750017339938;0.004324750017339938
69;0.002420103623505647;0.002420103623505647;0.0048316654087714505;0.0048316654087714505
70;0.0023953936554526336;0.0023953936554526336;0.004437551951192528;0.004437551951192528
71;0.0023558267226843075;0.0023558267226843075;0.004570336498877155;0.004570336498877155
72;0.0023527886396465456;0.0023527886396465456;0.004106502784154961;0.004106502784154961
73;0.002287748452519702;0.002287748452519702;0.004113814815287;0.004113814815287
74;0.00230571041623496;0.00230571041623496;0.0043805999742281216;0.0043805999742281216
75;0.0021980754034506664;0.0021980754034506664;0.004156187424766962;0.004156187424766962
76;0.002301156825481731;0.002301156825481731;0.004241322907053422;0.004241322907053422
77;0.002214241942617102;0.002214241942617102;0.004232682318156846;0.004232682318156846
78;0.002161095643450863;0.002161095643450863;0.00403454416718717;0.00403454416718717
79;0.0021640540614167106;0.0021640540614167106;0.004588440199878728;0.004588440199878728
80;0.0022604521973250066;0.0022604521973250066;0.004511334463327288;0.004511334463327288
81;0.0021150847635815076;0.0021150847635815076;0.004566933524525054;0.004566933524525054
82;0.0021448921581956547;0.0021448921581956547;0.004053178306442694;0.004053178306442694
83;0.002081303827891074;0.002081303827891074;0.003920066059419067;0.003920066059419067
84;0.002053564194607261;0.002053564194607261;0.0039000605998961166;0.0039000605998961166
85;0.002037090440846492;0.002037090440846492;0.003951593332654126;0.003951593332654126
86;0.0020178613496648376;0.0020178613496648376;0.003781288825236609;0.003781288825236609
87;0.0019752310097182744;0.0019752310097182744;0.004372904934511285;0.004372904934511285
88;0.001994050333111016;0.001994050333111016;0.004050924766930603;0.004050924766930603
89;0.0019583010058153733;0.0019583010058153733;0.0038979866228579917;0.0038979866228579917
90;0.001938818949579357;0.001938818949579357;0.003841339410326191;0.003841339410326191
91;0.001922900440328032;0.001922900440328032;0.0037843720621873285;0.0037843720621873285
92;0.001930294610629572;0.001930294610629572;0.003742082790845883;0.003742082790845883
93;0.001893119660214843;0.001893119660214843;0.0038631497229510378;0.0038631497229510378
94;0.0018588064464731752;0.0018588064464731752;0.003696050949690637;0.003696050949690637
95;0.001873779552335912;0.001873779552335912;0.0037057784290235735;0.0037057784290235735
96;0.0018555674980455469;0.0018555674980455469;0.003761932882697922;0.003761932882697922
97;0.0018278911685849601;0.0018278911685849601;0.0036958195182068324;0.0036958195182068324
98;0.0018289281190242445;0.0018289281190242445;0.00377294336550077;0.00377294336550077
99;0.0017935867773838968;0.0017935867773838968;0.003956196520686428;0.003956196520686428
0;0.09272713638911738;0.09272713638911738;0.04783008773332444;0.04783008773332444
1;0.04233127435512632;0.04233127435512632;0.03588274246621355;0.03588274246621355
2;0.0359119028897486;0.0359119028897486;0.032308583643948924;0.032308583643948924
3;0.03130059170527993;0.03130059170527993;0.03006359149710597;0.03006359149710597
4;0.028330575117719508;0.028330575117719508;0.03391042344759558;0.03391042344759558
5;0.026241117757614528;0.026241117757614528;0.03724589376388309;0.03724589376388309
6;0.02436126716365324;0.02436126716365324;0.019544894014981305;0.019544894014981305
7;0.02222596032318668;0.02222596032318668;0.022998823880035185;0.022998823880035185
8;0.02073294183709354;0.02073294183709354;0.027202954376551593;0.027202954376551593
9;0.01976104430575794;0.01976104430575794;0.025247791642758335;0.025247791642758335
10;0.018518451949424832;0.018518451949424832;0.023430406507626872;0.023430406507626872
11;0.01754824133050219;0.01754824133050219;0.02104960192238616;0.02104960192238616
12;0.01674082097118703;0.01674082097118703;0.018288903982839853;0.018288903982839853
13;0.01571218126288084;0.01571218126288084;0.011545344308088316;0.011545344308088316
14;0.014988848817682712;0.014988848817682712;0.018918721771268087;0.018918721771268087
15;0.014209677369516586;0.014209677369516586;0.014598323354306065;0.014598323354306065
16;0.01369614068801715;0.01369614068801715;0.017440129471855744;0.017440129471855744
17;0.01296172729719465;0.01296172729719465;0.016252550644643395;0.016252550644643395
18;0.012487104911113454;0.012487104911113454;0.0123013470095591;0.0123013470095591
19;0.012173838704545921;0.012173838704545921;0.014970583519158519;0.014970583519158519
20;0.011257510188375121;0.011257510188375121;0.014615353222971207;0.014615353222971207
21;0.011152314779427007;0.011152314779427007;0.012130898197190227;0.012130898197190227
22;0.010424572574061769;0.010424572574061769;0.012667492797998624;0.012667492797998624
23;0.010099371224989958;0.010099371224989958;0.012021366010689847;0.012021366010689847
24;0.009768765376201857;0.009768765376201857;0.010372716907376999;0.010372716907376999
25;0.009279309606579977;0.009279309606579977;0.01127973285930179;0.01127973285930179
26;0.008533699046298165;0.008533699046298165;0.014689400034878298;0.014689400034878298
27;0.008220226843362656;0.008220226843362656;0.010150360004436747;0.010150360004436747
28;0.0076380665283476085;0.0076380665283476085;0.007059290274002841;0.007059290274002841
29;0.006295088208585142;0.006295088208585142;0.007387110001677386;0.007387110001677386
30;0.005855355677238413;0.005855355677238413;0.007600339838939014;0.007600339838939014
31;0.0058986711898975286;0.0058986711898975286;0.006927837961501329;0.006927837961501329
32;0.005225294317493094;0.005225294317493094;0.0068537527042502;0.0068537527042502
33;0.005058649335509148;0.005058649335509148;0.008359484148220481;0.008359484148220481
34;0.004755907770350715;0.004755907770350715;0.006556507091203304;0.006556507091203304
35;0.004461193344094486;0.004461193344094486;0.005798522522237813;0.005798522522237813
36;0.004173600528319584;0.004173600528319584;0.006049106276167609;0.006049106276167609
37;0.004410505238224134;0.004410505238224134;0.005779116127257036;0.005779116127257036
38;0.004209551807910761;0.004209551807910761;0.006121670896901149;0.006121670896901149
39;0.004085650332446132;0.004085650332446132;0.005973544219839517;0.005973544219839517
40;0.003792582871827567;0.003792582871827567;0.005871814088112562;0.005871814088112562
41;0.0038061001594831174;0.0038061001594831174;0.005987612465309484;0.005987612465309484
42;0.0037175645816757857;0.0037175645816757857;0.005533127040193181;0.005533127040193181
43;0.003752874774057592;0.003752874774057592;0.005510279995815776;0.005510279995815776
44;0.003471482616944987;0.003471482616944987;0.0053016753719301426;0.0053016753719301426
45;0.0034211838365506347;0.0034211838365506347;0.005738759430769448;0.005738759430769448
46;0.003361347623204238;0.003361347623204238;0.0061223830714404025;0.0061223830714404025
47;0.003308469207661453;0.003308469207661453;0.0048692913717268225;0.0048692913717268225
48;0.0031695832959680913;0.0031695832959680913;0.005147703187801292;0.005147703187801292
49;0.003133617328462478;0.003133617328462478;0.004820155449838282;0.004820155449838282
50;0.003079135253781749;0.003079135253781749;0.005003835257386493;0.005003835257386493
51;0.0029500066215677237;0.0029500066215677237;0.004741013237214256;0.004741013237214256
52;0.003142603834063929;0.003142603834063929;0.004701601563317475;0.004701601563317475
53;0.0028531084742362254;0.0028531084742362254;0.00461034885407469;0.00461034885407469
54;0.0027949425269997567;0.0027949425269997567;0.005138414376632911;0.005138414376632911
55;0.0028328706279710353;0.0028328706279710353;0.004690332011815822;0.004690332011815822
56;0.0026973310714396084;0.0026973310714396084;0.004615600564665048;0.004615600564665048
57;0.0026487045547115467;0.0026487045547115467;0.004850990326082874;0.004850990326082874
58;0.002744850032379694;0.002744850032379694;0.0045817900475149395;0.0045817900475149395
59;0.0026228742230091696;0.0026228742230091696;0.00449727803346849;0.00449727803346849
60;0.002589104068247932;0.002589104068247932;0.004503994984291146;0.004503994984291146
61;0.002731520752204913;0.002731520752204913;0.0047597659438430705;0.0047597659438430705
62;0.0025307993060761243;0.0025307993060761243;0.005154368563372398;0.005154368563372398
63;0.0025360816523920153;0.0025360816523920153;0.0044791568462327815;0.0044791568462327815
64;0.0024663905643588194;0.0024663905643588194;0.004265485953748505;0.004265485953748505
65;0.002388301862525606;0.002388301862525606;0.004138390242043778;0.004138390242043778
66;0.0024433894753107957;0.0024433894753107957;0.004351616689117156;0.004351616689117156
67;0.0023751461945874528;0.0023751461945874528;0.004387817236760231;0.004387817236760231
68;0.002382264268001385;0.002382264268001385;0.004204272571080756;0.004204272571080756
69;0.002276002568688905;0.002276002568688905;0.00445670466957109;0.00445670466957109
70;0.002316963628247798;0.002316963628247798;0.00447277531515215;0.00447277531515215
71;0.0023408867375246277;0.0023408867375246277;0.004135775384188534;0.004135775384188534
72;0.002287220793001563;0.002287220793001563;0.00418837001616849;0.00418837001616849
73;0.002219518113480968;0.002219518113480968;0.004617876055537261;0.004617876055537261
74;0.002235979115956019;0.002235979115956019;0.004346704919970482;0.004346704919970482
75;0.0021990271607222403;0.0021990271607222403;0.004244195841357251;0.004244195841357251
76;0.00218739605804679;0.00218739605804679;0.004017113997365966;0.004017113997365966
77;0.002126385663444542;0.002126385663444542;0.004003587400836644;0.004003587400836644
78;0.0021166103591742083;0.0021166103591742083;0.004396890825374383;0.004396890825374383
79;0.0021248698793786846;0.0021248698793786846;0.004009879118040483;0.004009879118040483
80;0.0020581392492994527;0.0020581392492994527;0.0039152246769343585;0.0039152246769343585
81;0.0020600167934338902;0.0020600167934338902;0.003872560868126767;0.003872560868126767
82;0.002039481541925223;0.002039481541925223;0.004006537774177355;0.004006537774177355
83;0.002033031180013563;0.002033031180013563;0.004031961609687761;0.004031961609687761
84;0.001995279854076488;0.001995279854076488;0.003824711722870157;0.003824711722870157
85;0.001982278821589512;0.001982278821589512;0.003989921171200749;0.003989921171200749
86;0.001983581711407577;0.001983581711407577;0.00396813911594729;0.00396813911594729
87;0.0019547325138994883;0.0019547325138994883;0.0038999918234647714;0.0038999918234647714
88;0.0019288837570244463;0.0019288837570244463;0.0038865146805993588;0.0038865146805993588
89;0.0019094702291572205;0.0019094702291572205;0.003966891737741844;0.003966891737741844
90;0.0019204848702718443;0.0019204848702718443;0.0037463486333873786;0.0037463486333873786
91;0.0018734006846549912;0.0018734006846549912;0.003704634144745558;0.003704634144745558
92;0.0018823344552036478;0.0018823344552036478;0.0037886741088059184;0.0037886741088059184
93;0.001896970810708111;0.001896970810708111;0.0037452069167744056;0.0037452069167744056
94;0.0019152878008991759;0.0019152878008991759;0.004052637390809777;0.004052637390809777
95;0.0018545513511330726;0.0018545513511330726;0.003790474958091139;0.003790474958091139
96;0.0018095514045105637;0.0018095514045105637;0.004021546117978814;0.004021546117978814
97;0.0018154867026067085;0.0018154867026067085;0.003726020751294689;0.003726020751294689
98;0.001797266389356456;0.001797266389356456;0.00366699651849813;0.00366699651849813
99;0.0018375134639546415;0.0018375134639546415;0.0038931094410298303;0.0038931094410298303
100;0.0017663228181930624;0.0017663228181930624;0.0036499636426185057;0.0036499636426185057
101;0.0017485952779441793;0.0017485952779441793;0.0039808234835269855;0.0039808234835269855
102;0.0017492110312211319;0.0017492110312211319;0.003756075886417633;0.003756075886417633
103;0.0017523474982617615;0.0017523474982617615;0.003609365485521538;0.003609365485521538
104;0.0017110531905961928;0.0017110531905961928;0.0037874070096273567;0.0037874070096273567
105;0.0017074127170196344;0.0017074127170196344;0.003918850618179574;0.003918850618179574
106;0.0017212517320169746;0.0017212517320169746;0.00362921399760678;0.00362921399760678
107;0.0016864702545071595;0.0016864702545071595;0.0037740006646855132;0.0037740006646855132
108;0.0016925732885861647;0.0016925732885861647;0.0036785688673398485;0.0036785688673398485
109;0.0016556062417923012;0.0016556062417923012;0.0037362682807180925;0.0037362682807180925
110;0.0016647647189359381;0.0016647647189359381;0.003806590059093226;0.003806590059093226
111;0.0016688503211834164;0.0016688503211834164;0.0035818487766990873;0.0035818487766990873
112;0.0016399147445945261;0.0016399147445945261;0.0035589145187497418;0.0035589145187497418
113;0.0016294909449659776;0.0016294909449659776;0.0035299573476626493;0.0035299573476626493
114;0.00161337992611611;0.00161337992611611;0.003646117954941414;0.003646117954941414
115;0.001629065147766443;0.001629065147766443;0.00353557412582232;0.00353557412582232
116;0.0016138828751221996;0.0016138828751221996;0.0034559184302375696;0.0034559184302375696
117;0.0015882292651423367;0.0015882292651423367;0.0035212686977340517;0.0035212686977340517
118;0.0015689565290949333;0.0015689565290949333;0.0034992146331851728;0.0034992146331851728
119;0.001583912951662858;0.001583912951662858;0.0035309955090388795;0.0035309955090388795
120;0.0015629709580756515;0.0015629709580756515;0.003433813434529388;0.003433813434529388
121;0.0015739455240317316;0.0015739455240317316;0.003568690339817065;0.003568690339817065
122;0.0015775864056059134;0.0015775864056059134;0.003518391454975321;0.003518391454975321
123;0.0015354595053505813;0.0015354595053505813;0.003665158418485912;0.003665158418485912
124;0.001518670682769234;0.001518670682769234;0.0034284019281339145;0.0034284019281339145
125;0.0015388653987896777;0.0015388653987896777;0.0035877027505329838;0.0035877027505329838
126;0.0015129080938749782;0.0015129080938749782;0.0034576942295567177;0.0034576942295567177
127;0.0015176520389113054;0.0015176520389113054;0.003657467628472319;0.003657467628472319
128;0.001506471178476986;0.001506471178476986;0.0034201515024684576;0.0034201515024684576
129;0.001479730051376413;0.001479730051376413;0.003498535857875353;0.003498535857875353
130;0.0014650908377125999;0.0014650908377125999;0.0034187355505250327;0.0034187355505250327
131;0.0014865392477416963;0.0014865392477416963;0.003381872843411342;0.003381872843411342
132;0.0014595252518307105;0.0014595252518307105;0.003394358676083595;0.003394358676083595
133;0.001512478247163034;0.001512478247163034;0.003412273092299839;0.003412273092299839
134;0.001440694058427117;0.001440694058427117;0.0034025257875463953;0.0034025257875463953
135;0.0014697099126283531;0.0014697099126283531;0.0033274888622391724;0.0033274888622391724
136;0.0014393080371893315;0.0014393080371893315;0.0033944962354742476;0.0033944962354742476
137;0.0014431959150846456;0.0014431959150846456;0.0036593343448938333;0.0036593343448938333
138;0.0014313534065367322;0.0014313534065367322;0.003346184059699005;0.003346184059699005
139;0.0014338633165233464;0.0014338633165233464;0.003512169523860946;0.003512169523860946
140;0.001412805650713984;0.001412805650713984;0.003488238463526435;0.003488238463526435
141;0.0014107470470263023;0.0014107470470263023;0.0033621220766766884;0.0033621220766766884
142;0.0014161330595542894;0.0014161330595542894;0.0035480448963103174;0.0035480448963103174
143;0.0013987346852598625;0.0013987346852598625;0.0034283895685259147;0.0034283895685259147
144;0.0014008965058182584;0.0014008965058182584;0.003358759784583594;0.003358759784583594
145;0.0013694201039028502;0.0013694201039028502;0.00340497335549618;0.00340497335549618
146;0.0013910535109342536;0.0013910535109342536;0.0035557783596113185;0.0035557783596113185
147;0.0013734248040296207;0.0013734248040296207;0.0034097445885015423;0.0034097445885015423
148;0.0013763526036778342;0.0013763526036778342;0.003359186173651681;0.003359186173651681
149;0.001364762228957125;0.001364762228957125;0.003350544964598718;0.003350544964598718
150;0.0013452397483165995;0.0013452397483165995;0.0033492968204457347;0.0033492968204457347
151;0.0013535362516016326;0.0013535362516016326;0.0033699592997572412;0.0033699592997572412
152;0.0013554004068860662;0.0013554004068860662;0.0033286534898226785;0.0033286534898226785
153;0.001346992683448942;0.001346992683448942;0.0037409567587495408;0.0037409567587495408
154;0.001348393739127145;0.001348393739127145;0.0033296229705110053;0.0033296229705110053
155;0.0013294063560734285;0.0013294063560734285;0.003373448136393155;0.003373448136393155
156;0.001323183577411991;0.001323183577411991;0.0033810633891827872;0.0033810633891827872
157;0.0013142372851442788;0.0013142372851442788;0.0033408682728099212;0.0033408682728099212
158;0.0013088056541300404;0.0013088056541300404;0.003383546014464347;0.003383546014464347
159;0.0013107464281041348;0.0013107464281041348;0.0034202505272995926;0.0034202505272995926
160;0.0013232190917011038;0.0013232190917011038;0.0033072670312406863;0.0033072670312406863
161;0.0013125561891454403;0.0013125561891454403;0.0033546019689327925;0.0033546019689327925
162;0.0013038275532737792;0.0013038275532737792;0.0032757898753456704;0.0032757898753456704
163;0.001293852632630303;0.001293852632630303;0.003400001805449758;0.003400001805449758
164;0.0012911157965416384;0.0012911157965416384;0.0033660544861525855;0.0033660544861525855
165;0.0012986850533112187;0.0012986850533112187;0.0033142131744561907;0.0033142131744561907
166;0.001281961843275648;0.001281961843275648;0.0033175428985470086;0.0033175428985470086
167;0.0012656104496340747;0.0012656104496340747;0.0034898852877249227;0.0034898852877249227
168;0.0012590417053080468;0.0012590417053080468;0.0033918891328378257;0.0033918891328378257
169;0.0012588561425490358;0.0012588561425490358;0.0033007502777797873;0.0033007502777797873
170;0.001251601404075241;0.001251601404075241;0.003210149357252032;0.003210149357252032
171;0.0012453998010344455;0.0012453998010344455;0.0032286368784816746;0.0032286368784816746
172;0.0012365166200150814;0.0012365166200150814;0.00326349260067898;0.00326349260067898
173;0.0012281897345070387;0.0012281897345070387;0.0035628639531504608;0.0035628639531504608
174;0.00124092997817723;0.00124092997817723;0.003312535564389045;0.003312535564389045
175;0.001222000300675352;0.001222000300675352;0.0035733847952856917;0.0035733847952856917
176;0.00121941752231323;0.00121941752231323;0.00328500556463602;0.00328500556463602
177;0.0012189965960613198;0.0012189965960613198;0.0032359538164651283;0.0032359538164651283
178;0.001204581332836892;0.001204581332836892;0.0032133880271532824;0.0032133880271532824
179;0.001203823689954512;0.001203823689954512;0.0035046300041341335;0.0035046300041341335
180;0.0012055473634973168;0.0012055473634973168;0.003159463266345942;0.003159463266345942
181;0.0011894321417279332;0.0011894321417279332;0.003294067518245951;0.003294067518245951
182;0.0012066299792065798;0.0012066299792065798;0.0032900185106652918;0.0032900185106652918
183;0.0012100020142829168;0.0012100020142829168;0.003473199808221554;0.003473199808221554
184;0.0011994120442943873;0.0011994120442943873;0.0034573755997328835;0.0034573755997328835
185;0.001182515644163729;0.001182515644163729;0.0033130473087358975;0.0033130473087358975
186;0.0011840810331246146;0.0011840810331246146;0.0032223581192823494;0.0032223581192823494
187;0.0011712661443852655;0.0011712661443852655;0.0031712052573354167;0.0031712052573354167
188;0.0011721038004975314;0.0011721038004975314;0.0031788209910182472;0.0031788209910182472
189;0.001165337635369571;0.001165337635369571;0.0032480287269871927;0.0032480287269871927
190;0.0011561459863871754;0.0011561459863871754;0.0033156111832081435;0.0033156111832081435
191;0.0011550235076781329;0.0011550235076781329;0.0032713430276506135;0.0032713430276506135
192;0.0011766494401930787;0.0011766494401930787;0.0031914673375714325;0.0031914673375714325
193;0.0011423314055514948;0.0011423314055514948;0.0031958482006268804;0.0031958482006268804
194;0.0011397802143653629;0.0011397802143653629;0.0031700584619680297;0.0031700584619680297
195;0.0011399668123503433;0.0011399668123503433;0.0032900921721881796;0.0032900921721881796
196;0.0011471753676691762;0.0011471753676691762;0.0032535005104075247;0.0032535005104075247
197;0.0011275821130409419;0.0011275821130409419;0.003221163874335378;0.003221163874335378
198;0.001141473345206093;0.001141473345206093;0.0032114342951746746;0.0032114342951746746
199;0.0011418083025508117;0.0011418083025508117;0.0031869170717268346;0.0031869170717268346
200;0.0011295260367566876;0.0011295260367566876;0.003152878221698871;0.003152878221698871
201;0.001113345268809141;0.001113345268809141;0.0032090672822756186;0.0032090672822756186
202;0.0011192649911880214;0.0011192649911880214;0.003158793715046388;0.003158793715046388
203;0.0011129179549464415;0.0011129179549464415;0.0038073024729910854;0.0038073024729910854
204;0.0011324862586160269;0.0011324862586160269;0.0031767295582098105;0.0031767295582098105
205;0.0011067070941675767;0.0011067070941675767;0.003290916734296724;0.003290916734296724
206;0.001113006254336057;0.001113006254336057;0.0031406676557750625;0.0031406676557750625
207;0.001091039173248459;0.001091039173248459;0.003249892999774942;0.003249892999774942
208;0.0011127304370628199;0.0011127304370628199;0.003362368515945066;0.003362368515945066
209;0.001095964398156747;0.001095964398156747;0.0032043198175797953;0.0032043198175797953
210;0.001083250630812319;0.001083250630812319;0.00326794931647655;0.00326794931647655
211;0.001074988460255282;0.001074988460255282;0.0032190484120989235;0.0032190484120989235
212;0.0010730632630864454;0.0010730632630864454;0.0032114124656698415;0.0032114124656698415
213;0.0010887448671578525;0.0010887448671578525;0.0032475488673825966;0.0032475488673825966
214;0.0010964692375518242;0.0010964692375518242;0.0031597115203877476;0.0031597115203877476
215;0.0010702830323705745;0.0010702830323705745;0.0031183770396442058;0.0031183770396442058
216;0.0010701572456153405;0.0010701572456153405;0.003160069740124952;0.003160069740124952
217;0.0010643683746021902;0.0010643683746021902;0.0033320171832516093;0.0033320171832516093
218;0.0010532500835953751;0.0010532500835953751;0.003212480855861975;0.003212480855861975
219;0.0010469877813881804;0.0010469877813881804;0.0031269436406197947;0.0031269436406197947
220;0.0010593142044930674;0.0010593142044930674;0.0031761901440081476;0.0031761901440081476
221;0.0010451411248498083;0.0010451411248498083;0.003137997421218413;0.003137997421218413
222;0.0010591485019703613;0.0010591485019703613;0.003125067236702715;0.003125067236702715
223;0.0010262808858234192;0.0010262808858234192;0.0031672831750953587;0.0031672831750953587
224;0.001063842832319717;0.001063842832319717;0.003170011132067748;0.003170011132067748
225;0.0010519397410207263;0.0010519397410207263;0.0031107567211560837;0.0031107567211560837
226;0.0010310102212808538;0.0010310102212808538;0.003122145233884732;0.003122145233884732
227;0.0010418816617576876;0.0010418816617576876;0.003140156583808293;0.003140156583808293
228;0.0010362437982808486;0.0010362437982808486;0.0031397941709435154;0.0031397941709435154
229;0.0010292693585261842;0.0010292693585261842;0.0031288339969675954;0.0031288339969675954
230;0.0010159813949107148;0.0010159813949107148;0.0032276334697989937;0.0032276334697989937
231;0.001029724852512721;0.001029724852512721;0.0032279124574857614;0.0032279124574857614
232;0.0010189347145382627;0.0010189347145382627;0.003292215361355621;0.003292215361355621
233;0.0010202724473533508;0.0010202724473533508;0.003105998733385562;0.003105998733385562
234;0.0009982573286255944;0.0009982573286255944;0.0031742015178968137;0.0031742015178968137
235;0.0010087560649056021;0.0010087560649056021;0.003128513859184546;0.003128513859184546
236;0.001025566860606946;0.001025566860606946;0.003145697376490614;0.003145697376490614
237;0.0010051383575964197;0.0010051383575964197;0.0030978142183761452;0.0030978142183761452
238;0.001012875090318375;0.001012875090318375;0.003152417560830434;0.003152417560830434
239;0.0009922423513136177;0.0009922423513136177;0.0031497678610661597;0.0031497678610661597
240;0.0009938701301830534;0.0009938701301830534;0.003139590228707573;0.003139590228707573
241;0.0009982601742730172;0.0009982601742730172;0.0031095097019885466;0.0031095097019885466
242;0.0009872517254743203;0.0009872517254743203;0.003133582018716174;0.003133582018716174
243;0.0009858714493870665;0.0009858714493870665;0.003090464814661819;0.003090464814661819
244;0.0009821771228442264;0.0009821771228442264;0.003158572869740914;0.003158572869740914
245;0.0009714827609518282;0.0009714827609518282;0.0031726485375036424;0.0031726485375036424
246;0.000979660941118148;0.000979660941118148;0.0031687208499202382;0.0031687208499202382
247;0.000992309815624607;0.000992309815624607;0.003132451745620537;0.003132451745620537
248;0.0009665022648775201;0.0009665022648775201;0.003111659281530252;0.003111659281530252
249;0.0009707452720640418;0.0009707452720640418;0.003137596184387803;0.003137596184387803
250;0.0009583521489637129;0.0009583521489637129;0.0031866955126975184;0.0031866955126975184
